cpg_id,target_gene,distance_bp,Direction,Delta_Beta,P_Value,FDR_q_val,Enriched_Pathways
cg04824511,SIK1,3300,Hypermethylated,0.003980096167012781,0.1089808245643033,0.7464229658358683,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg21147063,LINC01690,22055,Hypomethylated,-0.0032166725643894,0.10953577842313778,0.7464229658358683,No Significant Pathway
cg23794133,LINC01678,1863,Hypermethylated,0.004258464339554124,0.1121378273826598,0.7464229658358683,No Significant Pathway
cg23323341,LINC00205,5314,Hypermethylated,0.007706240924522434,0.11317916587448311,0.7464229658358683,No Significant Pathway
cg02519892,RIPK4,11374,Hypomethylated,-0.0035637724533824494,0.11367891153037314,0.7464229658358683,No Significant Pathway
cg00699461,PDE9A,1830,Hypomethylated,-0.0022957438559920718,0.12070669609412596,0.7464229658358683,SP1 (human) | TCFAP2A (human) | PCBP1 (human)
cg15235306,NRIP1,3149,Hypomethylated,-0.00218818328589665,0.12079375552048575,0.7464229658358683,Nuclear Retinoic Acid Receptor Binding (GO:0042974) | TCFAP2A (human)
cg15643703,LINC00205,5537,Hypermethylated,0.004234743190585699,0.12238181658955669,0.7464229658358683,No Significant Pathway
cg02010760,DYRK1A,36133,Hypermethylated,0.002596539013336119,0.12486981786584983,0.7464229658358683,"Negative Regulation of Heterochromatin Formation (GO:0031452) | Regulation of Amyloid-Beta Formation (GO:1902003) | Negative Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043518) | Regulation of Amyloid Precursor Protein Catabolic Process (GO:1902991) | SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)"
cg04285033,TSPEAR,12011,Hypermethylated,0.0009668310910704234,0.12494336253502192,0.7464229658358683,No Significant Pathway
cg11022525,KCNJ15,1726,Hypomethylated,-0.0010697794084369994,0.12652918633179572,0.7464229658358683,No Significant Pathway
cg00129785,COL6A1,30491,Hypermethylated,0.005004235631439813,0.1293281162812784,0.7464229658358683,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg14413354,LINC01694,1405,Hypomethylated,-0.008839974638800707,0.12974560555176198,0.7464229658358683,No Significant Pathway
cg24114772,LIPI,23866,Hypermethylated,0.002788354228218326,0.13080128145425532,0.7464229658358683,No Significant Pathway
cg00332248,UBE2G2,18204,Hypomethylated,-0.004238573682443181,0.13452713000652403,0.7464229658358683,No Significant Pathway
cg20756600,PICSAR,11164,Hypomethylated,-0.0003589664744647614,0.1369875001970857,0.7464229658358683,No Significant Pathway
cg07553580,PCBP3,0,Hypomethylated,-0.005081623754273901,0.13840056572975823,0.7464229658358683,No Significant Pathway
cg06410273,LINC00205,3408,Hypermethylated,0.0043237896930991004,0.13866210921410752,0.7464229658358683,No Significant Pathway
cg04498775,FRGCA,11860,Hypomethylated,-0.0017482573039577787,0.1399058451926112,0.7464229658358683,No Significant Pathway
cg13299023,GET1,3845,Hypermethylated,0.0014784392852628114,0.14122330477776146,0.7464229658358683,Insertion Of Tail-Anchored Proteins Into Endoplasmic Reticulum Membrane R-HSA-9609523 | Insertion of Tail-Anchored Proteins Into the Endoplasmic Reticulum Membrane
cg03630591,ABCG1,7206,Hypermethylated,0.00034591061817279556,0.14132898349141534,0.7464229658358683,Regulation of Amyloid-Beta Formation (GO:1902003) | SP1 (human) | TCFAP2A (human)
cg11554566,COL6A1,3087,Hypomethylated,-0.0033660405152279305,0.14649866960315147,0.7464229658358683,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg01569601,COL18A1,13837,Hypomethylated,-0.0006318777474136894,0.14653970977659314,0.7464229658358683,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Integrin Cell Surface Interactions R-HSA-216083 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | Proteins Involved in Cataract
cg09208331,LINC00319,2476,Hypomethylated,-0.007838262667596796,0.14844559830347354,0.7464229658358683,No Significant Pathway
cg04836472,OLIG2,4506,Hypomethylated,-0.012531244235197192,0.1502054091655899,0.7464229658358683,Axon Development (GO:0061564) | TEAD4 (human)
cg09195805,LIPI,25422,Hypermethylated,0.0003146046073090325,0.15132507944118656,0.7464229658358683,No Significant Pathway
cg13524919,OLIG2,1736,Hypermethylated,0.007924871085686958,0.1525134214929623,0.7464229658358683,Axon Development (GO:0061564) | TEAD4 (human)
cg14110008,SLC19A1,0,Hypermethylated,0.0024199040995269705,0.15327427082817088,0.7464229658358683,SP1 (human) | PCBP1 (human) | SP3 (human) | Folate Metabolism WP176 | Folate Metabolism WP176 | Vitamins Insufficiency Causes Homocysteine High Level Synthesis | Epigenetic Alterations Triggers Genomic Instability | High Level of Homocystine Effects (Methylation Cycle)
cg02471848,RCAN1,2742,Hypomethylated,-0.0030342324663140685,0.15471005994530834,0.7464229658358683,SP1 (human) | TCFAP2A (human) | PCBP1 (human)
cg11663144,LINC00334,0,Hypomethylated,-0.008475879226557792,0.15642156360374873,0.7464229658358683,No Significant Pathway
cg24876492,TFF3,5894,Hypermethylated,0.00048630471185251434,0.15927534581045172,0.7464229658358683,No Significant Pathway
cg02800013,LRRC3-DT,0,Hypermethylated,0.0005998941691200965,0.1598366467050121,0.7464229658358683,No Significant Pathway
cg26106921,LINC00319,1271,Hypomethylated,-0.003714040452677647,0.16013697137759247,0.7464229658358683,No Significant Pathway
cg15239190,PCBP3,0,Hypermethylated,0.0038541428370232333,0.16275668259073575,0.7464229658358683,No Significant Pathway
cg08247806,CRYAA,3444,Hypomethylated,-0.004521406096268277,0.16303764496027678,0.7464229658358683,Proteins Involved in Cataract | Diabetes Induced Cataract | Age-Related Cataract
cg00106925,LRRC3,0,Hypermethylated,0.0034785103264093342,0.16387774125558136,0.7464229658358683,SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg02184772,PCBP3,610,Hypomethylated,-0.0046747468039783635,0.16482316173070982,0.7464229658358683,No Significant Pathway
cg06868026,LINC00316,25908,Hypomethylated,-0.0009576295516190436,0.16590096379424873,0.7464229658358683,No Significant Pathway
cg11071242,MIS18A,3620,Hypomethylated,-0.0004901319511079194,0.16732251627211864,0.7464229658358683,No Significant Pathway
cg24444839,LINC01690,17858,Hypermethylated,0.00045858024899958494,0.16752224848194883,0.7464229658358683,No Significant Pathway
cg00176309,ITGB2,2610,Hypomethylated,-0.004200636118906087,0.1681306689181466,0.7464229658358683,Regulation of Superoxide Anion Generation (GO:0032928) | Positive Regulation of Superoxide Anion Generation (GO:0032930) | Positive Regulation of Reactive Oxygen Species Metabolic Process (GO:2000379) | Neuron Cell-Cell Adhesion (GO:0007158) | Leukocyte Adhesion to Vascular Endothelial Cell (GO:0061756) | Microglial Cell Activation (GO:0001774) | Integrin Cell Surface Interactions R-HSA-216083 | Integrin Cell Surface Interactions | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218 | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218 | Proteins Involved in Vasospasm
cg08148418,PTTG1IP,2403,Hypomethylated,-0.0032284171091229164,0.1695727630296496,0.7464229658358683,"Negative Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043518)"
cg00092565,COL6A2,2816,Hypermethylated,0.0006463236641095493,0.1773357870756927,0.7545307027452397,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | TCFAP2A (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg09838568,TRPM2,3502,Hypomethylated,-0.005254682062934529,0.17847516941523953,0.7545307027452397,Ligand-gated Calcium Channel Activity (GO:0099604)
cg05409047,PPP1R2P2,0,Hypermethylated,0.0035747466640368986,0.17947711347067982,0.7545307027452397,No Significant Pathway
cg00955547,CHODL,0,Hypermethylated,0.0054963629608348885,0.18046298324846602,0.7545307027452397,No Significant Pathway
cg07854182,COL6A1,35402,Hypomethylated,-0.0022061872419761874,0.18057879771574964,0.7545307027452397,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg10719920,LINC00205,7574,Hypermethylated,0.00459071480932427,0.18059761242178152,0.7545307027452397,No Significant Pathway
cg16826218,URB1-AS1,1825,Hypermethylated,0.0009958540667635019,0.18217191924285453,0.7547122368632544,No Significant Pathway
cg04896620,KCNE2,1675,Hypermethylated,0.0027583507000661367,0.18402245557753907,0.7560255883310564,Negative Regulation of Delayed Rectifier Potassium Channel Activity (GO:1902260) | Membrane Repolarization During Ventricular Cardiac Muscle Cell Action Potential (GO:0098915) | Regulation of Delayed Rectifier Potassium Channel Activity (GO:1902259) | Negative Regulation of Voltage-Gated Potassium Channel Activity (GO:1903817) | Ventricular Cardiac Muscle Cell Membrane Repolarization (GO:0099625) | Potassium Ion Export Across Plasma Membrane (GO:0097623) | Membrane Repolarization During Action Potential (GO:0086011) | Membrane Repolarization During Cardiac Muscle Cell Action Potential (GO:0086013) | Ventricular Cardiac Muscle Cell Action Potential (GO:0086005) | Regulation of Ventricular Cardiac Muscle Cell Membrane Repolarization (GO:0060307) | Membrane Repolarization (GO:0086009) | Regulation of Cardiac Muscle Cell Membrane Repolarization (GO:0099623) | Phase 3 - Rapid Repolarisation R-HSA-5576890 | Phase 2 - Plateau Phase R-HSA-5576893 | Phase 3 - Rapid Repolarisation | Phase 2 - Plateau Phase | Voltage-gated K Chnl Act Inv in Ventricular Cardiac Muscle Action Potntl Repolarization (GO:1902282) | Voltage-gated Potassium Chnl Act Inv in Cardiac Muscle Cell Action Potential Repolarization (GO:0086008) | Potassium Channel Regulator Activity (GO:0015459)
cg07703190,PCBP3,0,Hypomethylated,-0.00017171066600063511,0.18848893833227762,0.762059411426663,No Significant Pathway
cg17251034,RWDD2B,1618,Hypomethylated,-0.00044820410097241165,0.19106677942697933,0.762059411426663,No Significant Pathway
cg02057463,MX1,2562,Hypomethylated,-0.006002387294303024,0.19306496338102716,0.762059411426663,Immune Response To Tuberculosis WP4197 | Immune Response To Tuberculosis WP4197
cg06618935,LINC00334,0,Hypomethylated,-0.021442415556621075,0.19613496193856417,0.762059411426663,No Significant Pathway
cg01016465,SPATC1L,663,Hypermethylated,0.0007386622873706283,0.1967748989635333,0.762059411426663,No Significant Pathway
cg25387466,C21orf91,3536,Hypermethylated,0.0009611939104611222,0.19774875639108702,0.762059411426663,No Significant Pathway
cg27533201,PPP1R2P2,0,Hypomethylated,-0.00017667381964869833,0.20028486657353353,0.762059411426663,No Significant Pathway
cg24803637,LIPI,36895,Hypermethylated,0.000896490371303571,0.2010642055968035,0.762059411426663,No Significant Pathway
cg11943058,WDR4,9673,Hypomethylated,-0.0007941672618776568,0.20114022888019403,0.762059411426663,No Significant Pathway
cg24937995,OLIG1,3319,Hypomethylated,-0.0004896939990228777,0.20251393824957256,0.762059411426663,Axon Development (GO:0061564)
cg27315077,LINC00163,5194,Hypermethylated,0.008016835078210494,0.2026683654111492,0.762059411426663,No Significant Pathway
cg17752291,CBR3-AS1,0,Hypermethylated,0.002153602297139276,0.2040402480898976,0.762059411426663,No Significant Pathway
cg01992765,ICOSLG,20384,Hypomethylated,-0.0008761765835119117,0.20959652845128168,0.7683367114254861,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218 | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218
cg07134627,LRRC3,1650,Hypermethylated,0.00637627163778387,0.21102505494625082,0.7683367114254861,SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg00746783,SLC19A1,0,Hypomethylated,-0.00020947666929704845,0.21185434327386288,0.7683367114254861,SP1 (human) | PCBP1 (human) | SP3 (human) | Folate Metabolism WP176 | Folate Metabolism WP176 | Vitamins Insufficiency Causes Homocysteine High Level Synthesis | Epigenetic Alterations Triggers Genomic Instability | High Level of Homocystine Effects (Methylation Cycle)
cg10829693,OLIG2,2021,Hypermethylated,0.0013453955792866942,0.21195495487599617,0.7683367114254861,Axon Development (GO:0061564) | TEAD4 (human)
cg14172108,OLIG2,4062,Hypomethylated,-0.015563106614736588,0.21481710184939243,0.7730279650492734,Axon Development (GO:0061564) | TEAD4 (human)
cg00274965,OLIG2,4190,Hypomethylated,-0.026904628649497442,0.21880766310455677,0.7730975634278215,Axon Development (GO:0061564) | TEAD4 (human)
cg20152484,LINC00316,24135,Hypermethylated,0.004107233295457036,0.22153992991922103,0.7730975634278215,No Significant Pathway
cg24553619,LTN1,3088,Hypomethylated,-0.0004283443620985983,0.2248793156128451,0.7730975634278215,No Significant Pathway
