cpg_id,Mean_M_PD,Mean_M_Control,Delta_M,Mean_Beta_PD,Mean_Beta_Control,Delta_Beta,Direction,target_gene,distance_bp
cg13363409,-1.267263415257182,-1.3203460403774128,0.053082625120230764,0.29350943477174485,0.2859381335219255,0.007571301249819362,Hypermethylated,SLC5A3,43268
cg08707404,-0.09341961214390462,-0.1369906683266215,0.043571056182716866,0.48381726895755583,0.4762791464910094,0.007538122466546449,Hypermethylated,LINC00320,80075
cg02119792,-3.476620367615096,-3.3384900940540954,-0.13813027356100083,0.08242771714995673,0.08996478373591694,-0.00753706658596022,Hypomethylated,LINC01694,2749
cg24637715,-0.29054101508891506,-0.24676024363843063,-0.043780771450484424,0.4498225513480678,0.4573436504548068,-0.007521099106738982,Hypomethylated,LINC01687,39758
cg00815214,-3.17435182703124,-3.058417735220001,-0.11593409181123926,0.09972417900184889,0.10717442112418546,-0.007450242122336567,Hypomethylated,YBEY,288
cg04541009,-1.1514388033250658,-1.1028692716047512,-0.04856953172031453,0.31042854901449246,0.3176807463137264,-0.007252197299233931,Hypomethylated,LINC01679,12013
cg13762839,-3.7663780511698715,-3.6102923858620786,-0.1560856653077929,0.06845586572396278,0.07568562570732461,-0.007229759983361825,Hypomethylated,DSCR10,10377
cg14462935,0.01171887646871788,-0.028931390515179584,0.04065026698389747,0.5020307153800962,0.494986740064995,0.0070439753151012585,Hypermethylated,PSMG1,68743
cg22296213,-1.0360675343047705,-0.9909096506060391,-0.045157883698731416,0.3278010926382087,0.33473501180305304,-0.0069339191648443155,Hypomethylated,USP25,47376
cg18645241,-0.5286909711481695,-0.5699797374651742,0.04128876631700462,0.4093965278871526,0.40249503115583807,0.006901496731314516,Hypermethylated,PCSEAT,67288
cg01895398,1.873912750981778,1.932433695057103,-0.058520944075325154,0.7856493486739774,0.7924012837421526,-0.006751935068175174,Hypomethylated,LINC01694,15935
cg01931861,-1.5819802710679536,-1.5313677567571713,-0.050612514310782286,0.25038778602660494,0.2570299263742226,-0.0066421403476176755,Hypomethylated,PCSEAT,66982
cg12516959,-1.927959284693731,-1.870720482419188,-0.05723880227454292,0.2081093679579562,0.21472351738621018,-0.006614149428253974,Hypomethylated,YBEY,415
cg12815293,-0.2281019186498586,-0.18983101298227203,-0.03827090566758656,0.4605550863349439,0.46715217108764445,-0.006597084752700544,Hypomethylated,DSCR8,13880
cg02260098,-3.5857083393591105,-3.7246864545142575,0.13897811515514702,0.07688637659959897,0.0703218483805205,0.006564528219078478,Hypermethylated,LINC01679,205
cg06464686,0.14740154988130405,0.10971510771365556,0.03768644216764849,0.525520545489375,0.5190030217586804,0.0065175237306945855,Hypermethylated,PCBP3,9139
cg09156714,-1.6416735768402158,-1.6927474678221068,0.05107389098189108,0.24270219678191524,0.23625483741181696,0.006447359370098271,Hypermethylated,MIR802,17885
cg21769096,-0.18090785901373932,-0.21820310523022776,0.03729524621648844,0.4686920702329752,0.4622601992196951,0.006431871013280133,Hypermethylated,BTG3-AS1,75418
cg23372329,0.3849391525294967,0.348492865945352,0.03644628658414467,0.5663119279767072,0.5600972741127886,0.006214653863918507,Hypermethylated,B3GALT5-AS1,34164
cg24459147,-1.9981781570620514,-1.943028607770932,-0.05514954929111937,0.20020212539398294,0.20639323864422576,-0.0061911132502428246,Hypomethylated,SIM2,2833
cg27305917,-0.3054566461819651,-0.2696884140221832,-0.03576823215978192,0.447265249475394,0.453402173855653,-0.0061369243802590345,Hypomethylated,LOC101928796,1906
cg25940392,-3.359534220804974,-3.253376162888638,-0.10615805791633592,0.08877767731471732,0.09491316103102661,-0.006135483716309287,Hypomethylated,SIM2,6715
cg13152779,-3.601461759354857,-3.4827108636016657,-0.11875089575319109,0.07611494276668714,0.08210898481461051,-0.005994042047923379,Hypomethylated,ABCC13,7018
cg05444025,1.821433012948454,1.7716292721630116,0.04980374078544236,0.7794598056815999,0.7734683068948685,0.005991498786731442,Hypermethylated,USP25,47069
cg10099795,-0.941335852386675,-0.9797415806599544,0.03840572827327937,0.3424299263620292,0.3364610610660818,0.005968865295947368,Hypermethylated,NRIP1,244297
cg19960991,0.09275836765435351,0.058396055563001634,0.034362312091351876,0.5160682652874096,0.5101178839329628,0.00595038135444681,Hypermethylated,USP25,291608
cg02647287,-1.3531657138936775,-1.3110100801961893,-0.042155633697488204,0.28131603431700364,0.2872612341337633,-0.005945199816759672,Hypomethylated,LINC01694,2440
cg19856593,-0.6751987303420802,-0.6393306757953494,-0.03586805454673081,0.38508686155668626,0.39099058299408196,-0.005903721437395704,Hypomethylated,SIM2,7178
cg11150585,-1.48341297552714,-1.5274970693433454,0.04408409381620548,0.26342865648333963,0.25754261243865145,0.005886044044688177,Hypermethylated,TRPM2,3506
cg22636562,0.10764347098758527,0.14164507726775383,-0.03400160628016856,0.5186445432919308,0.5245255235306964,-0.0058809802387655985,Hypomethylated,CLDN8,11540
cg00411120,0.10160111795912151,0.13554121808190062,-0.03394010012277911,0.5175988590856475,0.523470242283452,-0.005871383197804447,Hypomethylated,PTTG1IP,2549
cg09830606,-3.0026743789118555,-2.9187733032756635,-0.08390107563619198,0.110928157799645,0.11679475136015503,-0.0058665935605100306,Hypomethylated,CHAF1B,19079
cg04981846,-0.5209818391160198,-0.5558140964760584,0.03483225736003859,0.41068917617235623,0.40485864340464334,0.005830532767712893,Hypermethylated,PCBP3,8473
cg17134751,-0.5301415497497419,-0.495498193526562,-0.03464335622317993,0.4091534377827446,0.41497090400054254,-0.00581746621779794,Hypomethylated,ADAMTS1,34094
cg21152549,-3.6381244306461817,-3.7636451805243505,0.12552074987816875,0.0743470289298313,0.06857676220939456,0.005770266720436748,Hypermethylated,RUNX1,89642
cg15634739,-0.17752526899864107,-0.14540185715827156,-0.032123411840369515,0.4692759728329199,0.4748250842723192,-0.00554911143939929,Hypomethylated,ICOSLG,28517
cg09277541,-1.3872124269079342,-1.3483726246480932,-0.03883980225984107,0.2765694904915683,0.28198821908156857,-0.005418728590000255,Hypomethylated,IL10RB,7476
cg13836538,-1.0696073529490444,-1.0339961623383243,-0.035611190610720156,0.3226991008604366,0.3281175382421344,-0.005418437381697783,Hypomethylated,LOC101928126,47786
cg05664888,-2.803913552711913,-2.7340368937602313,-0.06987665895168149,0.1252611339054357,0.13066520346082866,-0.005404069555392965,Hypomethylated,IFNAR1,14894
cg01321497,-2.9428338119788675,-2.8688967923662023,-0.07393701961266519,0.11508537169698284,0.12040847286737055,-0.005323101170387715,Hypomethylated,LINC01689,416418
cg16178095,-3.9447908016440976,-3.8202066763852898,-0.1245841252588078,0.06097829446841798,0.06611451638761591,-0.005136221919197929,Hypomethylated,CRYAA,4513
cg27613737,-1.6277938917360997,-1.588071223496729,-0.03972266823937076,0.24447482841572565,0.24959619223266677,-0.005121363816941116,Hypomethylated,LINC01694,15463
cg19133921,0.3125945865985898,0.2828097275863646,0.029784859012225218,0.5539575806289448,0.5488508576391936,0.005106722989751233,Hypermethylated,OLIG1,6968
cg01297530,-2.3975779130950685,-2.4529235152732682,0.055345602178199726,0.15951054542091758,0.15443431160901924,0.00507623381189834,Hypermethylated,KCNE2,12096
cg14868760,1.1414632775059994,1.1076267037396776,0.033836573766321765,0.6880893762738941,0.6830336104544751,0.0050557658194190225,Hypermethylated,NRIP1,139492
cg17874808,-1.246926305723959,-1.212144684171547,-0.034781621552411934,0.29644101580918375,0.3014937857739147,-0.005052769964730974,Hypomethylated,UMODL1,10805
cg10834805,0.2724882539082104,0.243672507645469,0.028815746262741415,0.5470787438278475,0.542125131707912,0.004953612119935502,Hypermethylated,LINC00334,0
cg17120782,-3.8152462076165077,-3.9344878133388113,0.11924160572230358,0.06632712780644247,0.06138849997802654,0.004938627828415927,Hypermethylated,C21orf62,13103
cg21863949,-2.2127971146966128,-2.262121280038206,0.04932416534159323,0.17743924446525558,0.1725041229690629,0.004935121496192685,Hypermethylated,RIPK4,11219
cg26616156,-1.1285743098211523,-1.0958226235985158,-0.03275168622263647,0.31383126437612036,0.31874042112997236,-0.0049091567538520064,Hypomethylated,LINC00319,2508
cg07548283,-0.6418651709031893,-0.612468460092898,-0.02939671081029127,0.3905723445497346,0.39543308271135497,-0.004860738161620359,Hypomethylated,LINC00111,37425
cg26432265,1.4853044664783845,1.5214699559699267,-0.03616548949154219,0.7368256590109196,0.7416577467653389,-0.004832087754419345,Hypomethylated,IFNAR1,15151
cg15236484,-0.6458378287705506,-0.675041608652777,0.029203779882226333,0.3899171064312448,0.3851126508540393,0.004804455577205491,Hypermethylated,RIPK4,14692
cg21139150,-1.6809805011097516,-1.6432150724446724,-0.03776542866507926,0.2377297015044813,0.2425058658465812,-0.004776164342099903,Hypomethylated,SLC19A1,0
cg07179730,-0.31425150933045026,-0.3420467967671712,0.02779528743672094,0.4457586578980743,0.4410039011445142,0.004754756753560074,Hypermethylated,LINC01690,27101
cg15629786,-1.7199992847724541,-1.682299533704328,-0.037699751068126064,0.23286343780597157,0.23756405995873284,-0.0047006221527612635,Hypomethylated,TFF3,4508
cg23204757,-3.234220763633822,-3.1600526698533034,-0.0741680937805187,0.09605991200836063,0.10061755605194958,-0.0045576440435889515,Hypomethylated,MIR99AHG,372337
cg13808022,-0.7073667366954659,-0.6803109611996105,-0.02705577549585536,0.37982071680795926,0.38424811426593886,-0.004427397457979598,Hypomethylated,LOC100506403,127809
cg11624254,-0.9781861019726527,-1.0068768695070487,0.028690767534396033,0.33670181161787927,0.3322749133716545,0.004426898246224775,Hypermethylated,DYRK1A,8706
cg09466153,0.6267014562711831,0.6535083057904236,-0.026806849519240505,0.6069229855099914,0.6113469132514368,-0.004423927741445399,Hypomethylated,ADAMTS1,34295
cg10957180,-3.622719669564742,-3.5358176974264195,-0.0869019721383224,0.07508521607483343,0.07937699218715365,-0.00429177611232022,Hypomethylated,U2AF1L5,3403
cg10972317,3.4493627911159352,3.372099335032622,0.0772634560833132,0.916131982218873,0.9119243671758624,0.004207615043010593,Hypermethylated,SETD4,6755
cg04574459,-4.575855133847474,-4.427148590367814,-0.14870654347966017,0.04024311459788918,0.044418433914225036,-0.004175319316335857,Hypomethylated,LINC01694,2799
cg18374181,-3.8675803821754493,-3.770343513942062,-0.09723686823338751,0.06411570939068703,0.06828079306463121,-0.004165083673944178,Hypomethylated,OLIG2,307
cg02330204,-3.3834276683609485,-3.4601525590109055,0.07672489064995691,0.08744699373170646,0.0832951683941375,0.004151825337568957,Hypermethylated,USP25,195232
cg26144458,-2.333266840849723,-2.2904002226817095,-0.04286661816801329,0.1655779384456856,0.16972401840993673,-0.00414607996425112,Hypomethylated,SIM2,1266
cg05756760,0.22050023743976305,0.1966719761586918,0.02382826128107124,0.5381355717620789,0.5340279751681901,0.004107596593888818,Hypermethylated,DSCR8,2465
cg03600395,-2.72721466877028,-2.6768032249266764,-0.05041144384360363,0.13120329586873972,0.1352379446933505,-0.00403464882461077,Hypomethylated,RSPH1,4906
cg00429107,-3.9024489335008408,-3.8070176654830004,-0.09543126801784041,0.06268063724147209,0.06668121373227262,-0.004000576490800531,Hypomethylated,LOC102723996,1964
cg02115911,-3.7478800994081842,-3.661495267751874,-0.08638483165631028,0.06927804575241428,0.07323985006818286,-0.003961804315768577,Hypomethylated,OLIG2,2694
cg00639925,-1.5209424431227667,-1.4912799664653287,-0.02966247665743804,0.25841231738407255,0.26237195824258736,-0.003959640858514801,Hypomethylated,CLDN14,3403
cg11362599,-0.6976661415224831,-0.6735462577529183,-0.024119883769564754,0.38140586253371933,0.3853581237808679,-0.003952261247148592,Hypomethylated,RSPH1,5264
cg01007374,-3.4883478162744677,-3.5657293240995522,0.07738150782508457,0.08181498804275944,0.07787504197017396,0.003939946072585479,Hypermethylated,LOC101928796,0
cg17913566,0.8102406860448942,0.7857375016602457,0.02450318438464849,0.6368263798811545,0.6328892177633975,0.003937162117757076,Hypermethylated,CHAF1B,9894
cg20786944,-0.16793289436846498,-0.14530736872867603,-0.02262552563978895,0.47093226057765764,0.47484141638758776,-0.0039091558099301205,Hypomethylated,LINC01695,5033
cg04781339,0.5361094142939304,0.512960006141821,0.02314940815210942,0.591846197418293,0.5879644323499414,0.0038817650683515836,Hypermethylated,LINC01679,0
cg00740547,-0.43005018987761695,-0.40720337053878986,-0.022846819338827096,0.42602493514091155,0.4299017872492799,-0.003876852108368356,Hypomethylated,PICSAR,14594
cg14897238,-0.36235406618405464,-0.38486661609978984,0.022512549915735203,0.43753684770132756,0.4337004205820102,0.003836427119317365,Hypermethylated,RIPK4,11071
cg24127719,-3.013176253229039,-3.0683773415569635,0.055201088327924364,0.11021227693048569,0.1065156303143115,0.003696646616174193,Hypermethylated,SIM2,2754
cg16612503,-0.8492376491710398,-0.8721683414786905,0.022930692307650657,0.35694542847186916,0.35330546688862824,0.003639961583240925,Hypermethylated,USP25,286902
cg10635205,-0.8916188032996938,-0.9145355733740862,0.022916770074392412,0.35023120906552,0.3466249952193437,0.0036062138461763205,Hypermethylated,IFNGR2,14402
cg13912108,-3.478732802901733,-3.5489899656029293,0.07025716270119631,0.08231704027202577,0.0787123394427935,0.0036047008292322685,Hypermethylated,PSMG1,69201
cg19297788,0.14353785655828027,0.16398041757432583,-0.020442561016045552,0.5248527174584011,0.5283850882700463,-0.003532370811645147,Hypomethylated,LINC01678,22687
cg26901676,-0.1332646809318356,-0.11319695540394673,-0.02006772552788888,0.47692339680894125,0.4803945194630357,-0.0034711226540944384,Hypomethylated,LOC101928269,14649
cg03224576,-1.6231930016650804,-1.6502103753460189,0.027017373680938483,0.24506435593894518,0.2416162740571215,0.003448081881823689,Hypermethylated,PCBP3,0
cg15937520,1.3915746278355112,1.3672078342503082,0.024366793585202995,0.7240350683635972,0.7206476142116806,0.003387454151916658,Hypermethylated,LINC00161,21930
cg12079971,0.24838358522330278,0.2677230923324063,-0.019339507109103538,0.5429355923731869,0.5462601984147385,-0.0033246060415516032,Hypomethylated,IL10RB,3720
cg10169653,-0.5094056777187991,-0.48966137757774564,-0.01974430014105344,0.4126325516427883,0.4159534330666198,-0.003320881423831523,Hypomethylated,LOC100506403,145013
cg18579806,-5.053673806084137,-4.8951837166991785,-0.15849008938495857,0.02922870160974273,0.032512345321264485,-0.003283643711521754,Hypomethylated,TFF2,8417
cg06171420,-1.319482075115682,-1.2965636391384776,-0.022918435977204332,0.2860604219392171,0.28931578191024165,-0.0032553599710245518,Hypomethylated,PCBP3,5250
cg11279358,-1.396038077885207,-1.419590849553398,0.02355277166819092,0.2753471878633414,0.2721017103480599,0.0032454775152814808,Hypermethylated,SOD1,4209
cg13493414,0.2863777360806942,0.26748088006384185,0.01889685601685237,0.5494631701543953,0.5462185851868088,0.0032445849675865057,Hypermethylated,ERG,31290
cg06678140,-1.811322521741645,-1.8381208336391648,0.02679831189751969,0.22174725415812005,0.21855821040629766,0.0031890437518223846,Hypermethylated,LOC101928269,29832
cg20814437,-0.9790271325684895,-0.9585936314563513,-0.020433501112138153,0.3365716298493553,0.33974148154692,-0.0031698516975647295,Hypomethylated,N6AMT1,39749
cg22525694,0.34920041484333825,0.36762634559881463,-0.018425930755476383,0.5602181081325334,0.5633623040230622,-0.0031441958905288336,Hypomethylated,CBR3-AS1,2061
cg13719804,0.13291905179138688,0.1506859396637586,-0.01776688787237171,0.5230168374739868,0.5260881709219123,-0.0030713334479255394,Hypomethylated,ETS2,8578
cg05422396,-4.852732457773714,-4.721664144522809,-0.1310683132509043,0.03345075728909309,0.036515900488422376,-0.0030651431993292885,Hypomethylated,DYRK1A,37886
cg08417022,-1.0650540254346132,-1.0451314452866962,-0.019922580147917035,0.3233893032995232,0.3264182324541153,-0.003028929154592075,Hypomethylated,PDE9A,16773
cg01405629,-0.235576371469261,-0.21816027192346152,-0.01741609954579948,0.45926818919149043,0.46226757938747753,-0.002999390195987106,Hypomethylated,LINC01671,13198
cg26881916,-4.130137419683463,-4.216908000799152,0.08677058111568936,0.05402378018072946,0.051031239688089196,0.0029925404926402638,Hypermethylated,ADAMTS1,119649
cg23554732,-4.757120441886016,-4.6380391895874205,-0.11908125229859579,0.035661021183804216,0.03861093007271549,-0.002949908888911272,Hypomethylated,CYYR1-AS1,0
cg12012114,0.09470692842971545,0.11174229835953405,-0.017035369929818592,0.5164055690472792,0.5193537902874954,-0.002948221240216209,Hypomethylated,RSPH1,8108
cg00989103,0.5573027253631248,0.5398400824722737,0.017462642890851088,0.5953899518178526,0.5924707103209309,0.0029192414969216873,Hypermethylated,SLC19A1,0
cg08237027,-2.958273354772742,-2.918326948262283,-0.03994640651045911,0.11399996636812153,0.11682666984998717,-0.0028267034818656445,Hypomethylated,IL10RB,4178
cg01481699,-5.112095286044039,-4.969986931617157,-0.14210835442688197,0.028101335724500968,0.0309203450377791,-0.0028190093132781334,Hypomethylated,ICOSLG,26639
cg04563337,-4.384106211135009,-4.295234046423834,-0.08887216471117476,0.04570213395859645,0.04846524040478773,-0.0027631064461912797,Hypomethylated,LINC00161,96709
cg12477594,-3.8244433524804204,-3.761356845822154,-0.06308650665826665,0.06593342914697208,0.0686781454695565,-0.0027447163225844257,Hypomethylated,LINC00158,25911
cg26543959,-4.629937577441601,-4.528402049408,-0.101535528033601,0.038819923157986276,0.04153290956179455,-0.002712986403808272,Hypomethylated,BTG3-AS1,65036
cg15896159,-2.5548773356251426,-2.586190423661243,0.031313088036100556,0.14542969245629678,0.14275295437207053,0.002676738084226249,Hypermethylated,CLDN14,54299
cg25758859,-2.76229803782259,-2.7970224567724733,0.03472441894988343,0.12845609195097496,0.12578544102751057,0.002670650923464385,Hypermethylated,IFNAR1,1092
cg27216721,-0.4791553489931012,-0.49495319741755245,0.015797848424451255,0.41772362434558946,0.4150626163713862,0.0026610079742032666,Hypermethylated,LINC01678,21919
